iter	Logloss
1158	0.2396284785
1159	0.2395863739
1160	0.2395410418
1161	0.2394601577
1162	0.2393312653
1163	0.2393158019
1164	0.2392274591
1165	0.2392228154
1166	0.2392047954
1167	0.2390961268
1168	0.2390541162
1169	0.2389766359
1170	0.2389437132
1171	0.2388891301
1172	0.2387313338
1173	0.2385658464
1174	0.2384877948
1175	0.2384495795
1176	0.238328981
1177	0.2383157037
1178	0.2381049512
1179	0.2380560687
1180	0.2380172747
1181	0.2379730695
1182	0.2379094292
1183	0.2377380592
1184	0.2377292878
1185	0.2377233992
1186	0.2377142193
1187	0.2376632945
1188	0.2375968479
1189	0.2375465205
1190	0.237501421
1191	0.2374661511
1192	0.237416006
1193	0.2373783006
1194	0.2373697134
1195	0.2373044685
1196	0.2372446075
1197	0.23720627
1198	0.2371926066
1199	0.2371633034
1200	0.2371193671
1201	0.2370686889
1202	0.2370492527
1203	0.2370040392
1204	0.2369377489
1205	0.2368537231
1206	0.2368179053
1207	0.2367653749
1208	0.2367220955
1209	0.2365583981
1210	0.2365229745
1211	0.2364907954
1212	0.2364396687
1213	0.2363446632
1214	0.2363048676
1215	0.2360826843
1216	0.2358934696
1217	0.2358875339
1218	0.2358640775
1219	0.2357851159
1220	0.235758234
1221	0.2357518182
1222	0.2357071114
1223	0.2356472197
1224	0.2356013
1225	0.2355897933
1226	0.2355570045
1227	0.2354957218
1228	0.2354750203
1229	0.2354289098
1230	0.2353004348
1231	0.235253826
1232	0.2350574985
1233	0.2350332462
1234	0.2349682912
1235	0.2348838261
1236	0.2348796483
1237	0.2348566109
1238	0.2348249776
1239	0.2347900266
1240	0.2347539533
1241	0.2347025027
1242	0.2345638939
1243	0.2344381419
1244	0.2344306502
1245	0.2343739425
1246	0.2343133371
1247	0.234257667
1248	0.234167174
1249	0.234007915
1250	0.2339680982
1251	0.233941586
1252	0.233935401
1253	0.233908982
1254	0.2338510705
1255	0.2337920573
1256	0.2337642356
1257	0.233759715
1258	0.2337105282
1259	0.2336390213
1260	0.2335747642
1261	0.2335292214
1262	0.233511749
1263	0.2334394178
1264	0.2333972126
1265	0.2333291996
1266	0.2332536689
1267	0.2331162111
1268	0.2330526847
1269	0.2329999265
1270	0.2329705403
1271	0.2328577926
1272	0.2328155449
1273	0.2327720288
1274	0.232713555
1275	0.2326255008
1276	0.2326004732
1277	0.2322744677
1278	0.2322625335
1279	0.2321279442
1280	0.2321201416
1281	0.2320404542
1282	0.2319077242
1283	0.2318121533
1284	0.2318013823
1285	0.2317784556
1286	0.2317325984
1287	0.2316456452
1288	0.2315454585
1289	0.2314866573
1290	0.2314822282
1291	0.2314636518
1292	0.2314347427
1293	0.231334381
1294	0.2312108952
1295	0.2311550844
1296	0.2310881142
1297	0.2310665559
1298	0.231006777
1299	0.2309912087
1300	0.2309631305
1301	0.2309582849
1302	0.2306913345
1303	0.2306704629
1304	0.2305951865
1305	0.2304493141
1306	0.2301551735
1307	0.2300795597
1308	0.2300302597
1309	0.2299522017
1310	0.2298744068
1311	0.2298353697
1312	0.2296661035
1313	0.2295758318
1314	0.2295721847
1315	0.2295611708
1316	0.2294905584
1317	0.2294060001
1318	0.2293979451
1319	0.2293955844
1320	0.2293039687
1321	0.229277059
1322	0.2292465057
1323	0.2292194861
1324	0.229165848
1325	0.2291635378
1326	0.2291096015
1327	0.2288436234
1328	0.228791038
1329	0.2287823481
1330	0.2287596364
1331	0.2287386437
1332	0.2287144459
1333	0.2286922077
1334	0.2285960446
1335	0.2285717051
1336	0.2285250785
1337	0.2285250706
1338	0.2285093996
1339	0.2283981135
1340	0.2282109579
1341	0.2281490219
1342	0.2281317743
1343	0.2281059642
1344	0.2280673699
1345	0.2280267323
1346	0.227981167
1347	0.2279093787
1348	0.2278429267
1349	0.2278331616
1350	0.227783414
1351	0.2277651548
1352	0.2277303576
1353	0.2276867407
1354	0.2276701051
1355	0.227515392
1356	0.2274715375
1357	0.2273503836
1358	0.2273175431
1359	0.2272935249
1360	0.2272119095
1361	0.2271575299
1362	0.2271544953
1363	0.2271392215
1364	0.2271324074
1365	0.2270608601
1366	0.2269734069
1367	0.2269556315
1368	0.2268931466
1369	0.2268222115
1370	0.2268158552
1371	0.2267397236
1372	0.2267327384
1373	0.226695872
1374	0.2264826642
1375	0.2264521063
1376	0.2264322668
1377	0.2263618063
1378	0.2262904711
1379	0.2262541594
1380	0.2262279545
1381	0.226179337
1382	0.2261636351
1383	0.2261004587
1384	0.2260809967
1385	0.2260599494
1386	0.2260062129
1387	0.2259839146
1388	0.2259093717
1389	0.2259028525
1390	0.2258228128
1391	0.2257984299
1392	0.2257232404
1393	0.2257129405
1394	0.2257007944
1395	0.225614383
1396	0.2255838603
1397	0.2254849323
1398	0.2254121451
1399	0.2253487797
1400	0.2253320868
1401	0.2252803138
1402	0.2252662022
1403	0.2252319859
1404	0.2251908108
1405	0.2251184185
1406	0.2250833583
1407	0.2250299618
1408	0.2249954781
1409	0.2249363814
1410	0.2249052121
1411	0.2246793798
1412	0.2246177129
1413	0.2245172758
1414	0.22448141
1415	0.2243850358
1416	0.224309986
1417	0.2242047459
1418	0.2241722584
1419	0.224092134
1420	0.2240395515
1421	0.2239933574
1422	0.2239786928
1423	0.2239749066
1424	0.2239522822
1425	0.2238785037
1426	0.2238388499
1427	0.2237749651
1428	0.2237428113
1429	0.2237102232
1430	0.2237015233
1431	0.2236848234
1432	0.2236217768
1433	0.2235449573
1434	0.2234813053
1435	0.2234793827
1436	0.223359748
1437	0.2233259487
1438	0.2232920272
1439	0.2232610277
1440	0.223182107
1441	0.2231257944
1442	0.223087625
1443	0.2230028474
1444	0.2229682496
1445	0.2229535268
1446	0.2229311673
1447	0.2228948977
1448	0.2228405567
1449	0.2228120611
1450	0.2227722931
1451	0.2227039411
1452	0.222696407
1453	0.2226347963
1454	0.2226182393
1455	0.2226024709
1456	0.2225960802
1457	0.2225423941
1458	0.2225353201
1459	0.22239846
1460	0.222395281
1461	0.2223894188
1462	0.2223488511
1463	0.2223164882
1464	0.2222617911
1465	0.2222109813
1466	0.2221934146
1467	0.2221281797
1468	0.2220677808
1469	0.2220420623
1470	0.2220125415
1471	0.2217333398
1472	0.2216766501
1473	0.2216697506
1474	0.2216560119
1475	0.2216219909
1476	0.221599956
1477	0.2215825142
1478	0.2215017791
1479	0.2214647119
1480	0.2213982435
1481	0.2212865928
1482	0.221257903
1483	0.2212173432
1484	0.221196359
1485	0.2211802363
1486	0.2211663865
1487	0.2211092108
1488	0.2210063397
1489	0.2209502046
1490	0.2209411212
1491	0.2207845834
1492	0.2206922623
1493	0.2206393962
1494	0.2206188467
1495	0.220591034
1496	0.2205403596
1497	0.2205099322
1498	0.2204373417
1499	0.2202505154
